"Remove_Group","optGrpID","optGrpName","optGrpName2","optGrpName3","optGrpWorkingName","optType","optFlags","optGrpSelect"
"0","925","Sizes","","","ProAir Paint","2","0","1"
"0","926","Sizes","","","ProAir Paint (black/white)","2","0","1"
"0","1151","Select Size","","","Proband Blue","2","0","1"
"0","889","Select Size","","","Proband Green","2","0","1"
"0","351","Select Size","","","Proband Orange","2","0","1"
"0","1111","Select Size","","","Proband Red","2","0","1"
"0","515","Select Size","","","Propel","2","0","1"
"0","727","Select Size","","","Propel Set","2","0","1"
"0","586","Select Model","","","QDA","2","0","1"
"0","914","Quick Connects / Adaptor","","","Quick Connect G3/5","-2","0","1"
"0","1339","Quick Connect Set","","","Quick Connect Set Bishop","-2","0","0"
"0","823","Quick Connects","","","Quick Connects","-2","0","0"
"0","824","Quick Connects","","","Quick Connects 6pk","-2","0","0"
"0","730","Select Size","","","Raven Gloves","2","0","1"
"0","698","Select Size","","","RCGO","2","0","1"
"0","357","Select Size","","","Respro","2","0","1"
"0","1552","Choose Size","","","RONAN L021","2","0","1"
"0","1553","Choose Size","","","RONAN L101","2","0","1"
"0","1557","Choose Size","","","RONAN L105","2","0","1"
"0","1558","Choose Size","","","RONAN L106","2","0","1"
"0","1559","Choose Size","","","RONAN L107","2","0","1"
"0","1560","Choose Size","","","RONAN L108","2","0","1"
"0","1554","Choose Size","","","RONAN L1100","2","0","1"
"0","1555","Choose Size","","","RONAN L1102","2","0","1"
"0","1556","Choose Size","","","RONAN L1104","2","0","1"
"0","1561","Choose Size","","","RONAN L114","2","0","1"
"0","1562","Choose Size","","","RONAN L115","2","0","1"
"0","1563","Choose Size","","","RONAN L116","2","0","1"
"0","1637","Choose Size","","","RONAN L117","2","0","1"
"0","1564","Choose Size","","","RONAN L125","2","0","1"
"0","1565","Choose Size","","","RONAN L129","2","0","1"
"0","1566","Choose Size","","","RONAN L131","2","0","1"
"0","1567","Choose Size","","","RONAN L133","2","0","1"
"0","1568","Choose Size","","","RONAN L135","2","0","1"
"0","1569","Choose Size","","","RONAN L140","2","0","1"
"0","1570","Choose Size","","","RONAN L142","2","0","1"
"0","1571","Choose Size","","","RONAN L143","2","0","1"
"0","1572","Choose Size","","","RONAN L144","2","0","1"
"0","1573","Choose Size","","","RONAN L148","2","0","1"
"0","1638","Choose Size","","","RONAN L149","2","0","1"
"0","1574","Choose Size","","","RONAN L152","2","0","1"
"0","1575","Choose Size","","","RONAN L154","2","0","1"
"0","1576","Choose Size","","","RONAN L155","2","0","1"
"0","1577","Choose Size","","","RONAN L156","2","0","1"
"0","1639","Choose Size","","","RONAN L157","2","0","1"
"0","1578","Choose Size","","","RONAN L158","2","0","1"
"0","1640","Choose Size","","","RONAN L161","2","0","1"
"0","1579","Choose Size","","","RONAN L162","2","0","1"
"0","1580","Choose Size","","","RONAN L164","2","0","1"
"0","1581","Choose Size","","","RONAN L165","2","0","1"
"0","1582","Choose Size","","","RONAN L166","2","0","1"
"0","1583","Choose Size","","","RONAN L180","2","0","1"
"0","1636","Choose Size","","","RONAN LF21","2","0","1"
"0","1421","Select Size","","","RUPES DA COARSE","2","0","1"
"0","1420","Select Size","","","RUPES DA FINE","2","0","1"
"0","1422","Select Size","","","RUPES UNO ALL IN ONE","2","0","1"
"0","1423","Select Size","","","RUPES UNO ULTRA FINE","2","0","1"
"0","541","Select Size","","","Rust Mort","2","0","1"
"0","950","Select Size","","","RZ-Filters","2","0","1"
"0","760","Choose Size","","","RZmask","2","0","1"
"0","871","Select Base Karrier","","","S2 base karrier aerosol","2","0","1"
"0","872","Select S2 FX","","","S2 FX pack Aerosol","2","0","1"
"0","988","Sizes Available","","","S2 SG","2","0","1"
"0","1231","Sizes Available","","","S2-SG105","2","0","1"
"0","674","View Model #","","","Sata Mini Jet 4","2","0","1"
"0","675","View Model #","","","SataJet 3000","2","0","1"
"0","676","View Model #","","","SataJet 3000RP","2","0","1"
"0","957","View Model #","","","SataJet 4000HVLP","2","0","1"
"0","956","View Model #","","","SataJet 4000RP","2","0","1"
"0","952","View Model #","","","SataJet 5000","2","0","1"
"0","953","View Model #","","","SataJet 5000RP","2","0","1"
"0","955","View Model #","","","SataMiniJet 4400 HVLP","2","0","1"
"0","954","View Model #","","","SataMiniJet 4400 RP","2","0","1"
"0","211","Choose Size","","","SBMOIST","2","0","1"
"0","695","Choose Size","","","SBPRIM","2","0","1"
"0","436","Select Scale","","","Scales","2","0","1"
"0","1174","Size Options","","","Scenix Clear Sizes - Gloss","2","0","1"
"0","1175","Size Options","","","Scenix Clear Sizes - Matte","2","0","1"
"0","1176","Size Options","","","Scenix Clear Sizes - Satin","2","0","1"
"0","1283","Size Options","","","Scenix Fluorescent - $57/$190","2","0","1"
"0","1189","Size Options","","","Scenix HIGH PERFORMANCE Sizes - $50/$175","2","0","1"
"0","1190","Size Options","","","Scenix HIGH PERFORMANCE Sizes - $55/$195","2","0","1"
"0","1193","Size Options","","","Scenix Sizes - $23.36/$89","2","0","1"
"0","1204","Size Options","","","Scenix Sizes - $30.19/$115","2","0","1"
"0","1199","Size Options","","","Scenix Sizes - $32.81/$125","2","0","1"
"0","1202","Size Options","","","Scenix Sizes - $35.44/$115","2","0","1"
"0","1192","Size Options","","","Scenix Sizes - 7002","2","0","1"
"0","1195","Size Options","","","Scenix Sizes - 7005","2","0","1"
"0","1196","Size Options","","","Scenix Sizes - 7006","2","0","1"
"0","1197","Size Options","","","Scenix Sizes - 7007","2","0","1"
"0","1198","Size Options","","","Scenix Sizes - 7008","2","0","1"
"0","1200","Size Options","","","Scenix Sizes - 7010","2","0","1"
"0","1201","Size Options","","","Scenix Sizes - 7011","2","0","1"
"0","1203","Size Options","","","Scenix Sizes - 7013","2","0","1"
"0","1205","Size Options","","","Scenix Sizes - 7016","2","0","1"
"0","1265","Size Options","","","Scenix UV - Clear","2","0","1"
"0","1262","Size Options","","","Scenix UV - Green","2","0","1"
"0","1261","Size Options","","","Scenix UV - Red","2","0","1"
"0","1264","Size Options","","","Scenix UV - White","2","0","1"
"0","1263","Size Options","","","Scenix UV - Yellow","2","0","1"
"0","488","Sizes Available","","","Scharff 2100","2","0","1"
"0","489","Sizes Available","","","Scharff 2110","2","0","1"
"0","490","2190","","","Scharff 2190","2","0","1"
"0","506","Select Size","","","Series 1010","2","0","1"
"0","1084","Select Size","","","Series 1111","2","0","1"
"0","660","Choose Size","","","Series 169 Quills","2","0","1"
"0","218","Available Sizes","","","Series 179","2","0","1"
"0","487","Sizes Available","","","Series 179L","2","0","1"
"0","219","Sizes Available","","","Series 189","2","0","1"
"0","486","Sizes Available","","","Series 189L","2","0","1"
"0","242","Sizes Available","","","Series 250","2","0","1"
"0","714","Select Size","","","Series 40","2","0","1"
"0","502","Select Size","","","Series 4031","2","0","1"
"0","503","Select Size","","","Series 4039","2","0","1"
"0","500","Select Size","","","Series 4042","2","0","1"
"0","499","Select Size","","","Series 4055","2","0","1"
"0","501","Select Size","","","Series 4090","2","0","1"
"0","244","Sizes Available","","","Series 70","2","0","1"
"0","713","Sizes Available","","","Series 818","2","0","1"
"0","220","Sizes Available","","","Series 838","2","0","1"
"0","221","Sizes Available","","","Series 839","2","0","1"
"0","529","Select Size","","","Series 840","2","0","1"
"0","599","Sizes Available","","","Series BR3010","2","0","1"
"0","598","Sizes Available","","","Series BR3016","2","0","1"
"0","596","Sizes Available","","","Series BR3017","2","0","1"
"0","597","Sizes Available","","","Series BR3173","2","0","1"
"0","595","Sizes Available","","","Series BR95","2","0","1"
"0","95","Sizes Available","","","SG100","2","0","1"
"0","1478","Sizes Available","","","SG100 SERIES COLORS ALL","2","0","1"
"0","26","Sizes Available","","","SG101","2","0","1"
"0","1294","Sizes Available","","","SG102","2","0","1"
"0","1295","Sizes Available","","","SG103","2","0","1"
"0","1296","Sizes Available","","","SG104","2","0","1"
"0","1297","Sizes Available","","","SG106","2","0","1"
"0","1298","Sizes Available","","","SG108","2","0","1"
"0","1299","Sizes Available","","","SG114","2","0","1"
"0","987","Sizes Available","","","SG115","2","0","1"
"0","439","Select Size","","","SG150","2","0","1"
"0","1042","Shipping","","","Shipping Lumilor ($15)","2","4","1"
"0","1074","Shipping","","","Shipping Lumilor ($20)","2","4","1"
"0","1077","Shipping","","","Shipping Lumilor ($45)","2","4","1"
"0","1082","Shipping","","","Shipping Lumilor ($9)","2","4","1"
"0","1623","Shipping","","","Shipping PANELS ($14.25)","2","4","1"
"0","1624","Shipping","","","Shipping PANELS ($19)","2","4","1"
"0","1461","Shipping","","","Shirt Board Shipping (US/48)","2","4","1"
"0","252","Shirt Board Sizes","","","Shirt Boards","4","0","1"
"0","511","Select Size","","","Shootsuit","2","0","1"
"0","472","Select Size","","","Size-LPH440","2","0","1"
"0","446","Size","","","Size-Mens Vintage","2","0","1"
"0","1147","Sizes","","","Sizes (Createx Clear Coat)","2","0","1"
"0","21","Sizes","","","Sizes (Opaque Base)","2","0","1"
"0","23","Sizes","","","Sizes (Top Coats))","2","0","1"
"0","1419","Size Options","","","Sizes 100 G FINE* O/S","2","0","1"
"0","148","Size Options","","","Sizes 100 LG","2","0","1"
"0","147","Size Options","","","Sizes 100 SF","2","0","1"
"0","145","Size Options","","","Sizes 100 SG","2","0","1"
"0","149","Size Options","","","Sizes 175","2","0","1"
"0","150","Size Options","","","Sizes 2020-1","2","0","1"
"0","151","Size Options","","","Sizes 2020-2","2","0","1"
"0","176","Choose Size","","","Sizes Auto Air 4001-4002","2","0","1"
"0","68","Sizes Available BC","","","Sizes BC Group 1 $100.77","2","0","1"
"0","1348","Sizes Available BC","","","Sizes BC Group 2 $113.09","2","0","1"
"0","66","Sizes Available BC","","","Sizes BC01","2","0","1"
"0","67","Sizes Available BC","","","Sizes BC02 Klassic Mix","2","0","1"
"0","1349","Sizes Available BC","","","Sizes BC03","2","0","1"
"0","121","Sizes Available","","","Sizes DP 23 / DR01,03","2","0","1"
"0","120","Sizes Available","","","Sizes DP 29","2","0","1"
"0","124","Sizes Available","","","Sizes DP 34","2","0","1"
"0","123","Sizes Available","","","Sizes DP 35","2","0","1"
"0","125","Sizes Available","","","Sizes DP 40","2","0","1"
"0","122","Sizes Available","","","Sizes DP 42","2","0","1"
"0","119","Sizes Available","","","Sizes DP19/21/24/28","2","0","1"
"0","109","Sizes Available","","","Sizes F14-F15","2","0","1"
"0","110","Sizes Available","","","Sizes F16-F24","2","0","1"
"0","1480","Sizes Available","","","Sizes F28-32","2","0","1"
"0","111","Sizes Available","","","Sizes F28-F66","2","0","1"
"0","112","Sizes Available","","","Sizes F61","2","0","1"
"0","113","Sizes Available","","","Sizes F70-F73","2","0","1"
"0","72","Sizes Available FBC","","","Sizes FBC01","2","0","1"
"0","292","Sizes Available FBC","","","Sizes FBC03","2","0","1"
"0","1098","Sizes Available FBC","","","Sizes FBC05","2","0","1"
"0","74","Sizes Available FBC","","","Sizes FBC06","2","0","1"
"0","295","Sizes Available FBC","","","Sizes FBC07","2","0","1"
"0","75","Sizes Available FBC","","","Sizes FBC08","2","0","1"
"0","73","Sizes Available FBC","","","Sizes FBC09","2","0","1"
"0","296","Sizes Available","","","Sizes FBC10/12","2","0","1"
"0","76","Sizes Available FBC","","","Sizes FBC11","2","0","1"
"0","22","Sizes","","","Sizes Illustration Base 5608","2","0","1"
"0","126","Sizes Available","","","Sizes IP","2","0","1"
"0","834","Sizes Available","","","Sizes KBC (1,3,5,9,10,12)","2","0","1"
"0","976","Sizes Available","","","Sizes KBC (2,4,6,7,11,13)","2","0","1"
"0","836","Sizes Available","","","Sizes KBC08","2","0","1"
"0","728","Sizes Available","","","Sizes KC10","2","0","1"
"0","80","Sizes Available","","","Sizes KF","2","0","1"
"0","932","Sizes Available","","","Sizes KK $57.16","2","0","1"
"0","1345","Sizes Available","","","Sizes KK $59.75","2","0","1"
"0","1301","Sizes Available","","","Sizes KK $60.27","2","0","1"
"0","1300","Sizes Available","","","Sizes KK $61.39","2","0","1"
"0","1302","Sizes Available","","","Sizes KK $62.93","2","0","1"
"0","934","Sizes Available","","","Sizes KK (25)","2","0","1"
"0","574","Sizes Available","","","Sizes KLG100","2","0","1"
"0","127","Sizes Available","","","Sizes KLG101 & 103","2","0","1"
"0","575","Sizes Available","","","Sizes KLG102","2","0","1"
"0","45","Sizes Available","","","Sizes KP2CF","2","0","1"
"0","129","Sizes Available","","","Sizes KPF100","2","0","1"
"0","131","Sizes Available","","","Sizes KPF102","2","0","1"
"0","132","Sizes Available","","","Sizes KPF103","2","0","1"
"0","133","Sizes Available","","","Sizes KPF104","2","0","1"
"0","43","Colors & Sizes Available","","","Sizes KS","2","0","1"
"0","89","Sizes Available","","","Sizes KU100","2","0","1"
"0","90","Sizes Available","","","Sizes KU150","2","0","1"
"0","91","Sizes Available","","","Sizes KU190","2","0","1"
"0","60","Sizes Available","","","Sizes MB00","2","0","1"
"0","61","Sizes Available","","","Sizes MB01","2","0","1"
"0","62","Sizes Available","","","Sizes MB02","2","0","1"
"0","63","Sizes Available","","","Sizes MB03","2","0","1"
"0","423","Sizes Available","","","Sizes MBC01","2","0","1"
"0","114","Sizes Available","","","Sizes MF01","2","0","1"
"0","115","Sizes Available","","","Sizes MF02","2","0","1"
"0","1505","Choose Size","","","Sizes ONE SHOT 100L","2","0","1"
"0","1506","Choose Size","","","Sizes ONE SHOT 101L","2","0","1"
"0","1507","Choose Size","","","Sizes ONE SHOT 102L","2","0","1"
"0","1508","Choose Size","","","Sizes ONE SHOT 103L","2","0","1"
"0","1509","Choose Size","","","Sizes ONE SHOT 104L","2","0","1"
"0","1510","Choose Size","","","Sizes ONE SHOT 106L","2","0","1"
"0","1511","Choose Size","","","Sizes ONE SHOT 108L","2","0","1"
"0","1512","Choose Size","","","Sizes ONE SHOT 109L","2","0","1"
"0","1513","Choose Size","","","Sizes ONE SHOT 110L","2","0","1"
"0","1514","Choose Size","","","Sizes ONE SHOT 111L","2","0","1"
"0","1515","Choose Size","","","Sizes ONE SHOT 114L","2","0","1"
"0","1516","Choose Size","","","Sizes ONE SHOT 115L","2","0","1"
"0","1517","Choose Size","","","Sizes ONE SHOT 116L","2","0","1"
"0","1518","Choose Size","","","Sizes ONE SHOT 117L","2","0","1"
"0","1519","Choose Size","","","Sizes ONE SHOT 118L","2","0","1"
"0","1520","Choose Size","","","Sizes ONE SHOT 120L","2","0","1"
"0","1521","Choose Size","","","Sizes ONE SHOT 124L","2","0","1"
"0","1522","Choose Size","","","Sizes ONE SHOT 130L","2","0","1"
"0","1523","Choose Size","","","Sizes ONE SHOT 132L","2","0","1"
"0","1524","Choose Size","","","Sizes ONE SHOT 134L","2","0","1"
"0","1525","Choose Size","","","Sizes ONE SHOT 141L","2","0","1"
"0","1526","Choose Size","","","Sizes ONE SHOT 142L","2","0","1"
"0","1527","Choose Size","","","Sizes ONE SHOT 143L","2","0","1"
"0","1528","Choose Size","","","Sizes ONE SHOT 144L","2","0","1"
"0","1529","Choose Size","","","Sizes ONE SHOT 148L","2","0","1"
"0","1530","Choose Size","","","Sizes ONE SHOT 149L","2","0","1"
"0","1531","Choose Size","","","Sizes ONE SHOT 150L","2","0","1"
"0","1533","Choose Size","","","Sizes ONE SHOT 151L","2","0","1"
"0","1532","Choose Size","","","Sizes ONE SHOT 152L","2","0","1"
"0","1534","Choose Size","","","Sizes ONE SHOT 153L","2","0","1"
"0","1536","Choose Size","","","Sizes ONE SHOT 154L","2","0","1"
"0","1535","Choose Size","","","Sizes ONE SHOT 155L","2","0","1"
"0","1537","Choose Size","","","Sizes ONE SHOT 156L","2","0","1"
"0","1538","Choose Size","","","Sizes ONE SHOT 157L","2","0","1"
"0","1539","Choose Size","","","Sizes ONE SHOT 158L","2","0","1"
"0","1540","Choose Size","","","Sizes ONE SHOT 160L","2","0","1"
"0","1541","Choose Size","","","Sizes ONE SHOT 161L","2","0","1"
"0","1542","Choose Size","","","Sizes ONE SHOT 162L","2","0","1"
"0","1543","Choose Size","","","Sizes ONE SHOT 163L","2","0","1"
"0","1544","Choose Size","","","Sizes ONE SHOT 164L","2","0","1"
"0","1545","Choose Size","","","Sizes ONE SHOT 165L","2","0","1"
"0","1546","Choose Size","","","Sizes ONE SHOT 168L","2","0","1"
"0","1547","Choose Size","","","Sizes ONE SHOT 191L","2","0","1"
"0","1548","Choose Size","","","Sizes ONE SHOT 193L","2","0","1"
"0","1549","Choose Size","","","Sizes ONE SHOT 195L","2","0","1"
"0","1550","Choose Size","","","Sizes ONE SHOT 199L","2","0","1"
"0","1551","Choose Size","","","Sizes ONE SHOT 200 Fl. Colors","2","0","1"
"0","1625","Choose Size","","","Sizes ONE SHOT 200 Fl. Colors (Q - O/S)","2","0","1"
"0","1626","Choose Size","","","Sizes ONE SHOT 200 Fl. Colors (QP - O/S)","2","0","1"
"0","476","Choose Size","","","Sizes ONE SHOT 4001","2","0","1"
"0","477","Choose Size","","","Sizes ONE SHOT 4002","2","0","1"
"0","1094","Choose Size","","","Sizes ONE SHOT 4007L","2","0","1"
"0","997","Sizes Available","","","Sizes RTS KK","2","0","1"
"0","1104","Sizes Available","","","Sizes RTS KK (25)","2","0","1"
"0","102","Sizes Available","","","Sizes RU101","2","0","1"
"0","100","Sizes Available","","","Sizes RU300","2","0","1"
"0","96","Sizes Available","","","Sizes RU310","2","0","1"
"0","97","Sizes Available","","","Sizes RU311","2","0","1"
"0","98","Sizes Available","","","Sizes RU312","2","0","1"
"0","1477","Sizes Available BC","","","Sizes S2-BC07","2","0","1"
"0","1476","Sizes Available BC","","","Sizes S2-BC08","2","0","1"
"0","284","Sizes Available FBC","","","Sizes S2-FBC02","2","0","1"
"0","105","Sizes Available","","","Sizes UC03","2","0","1"
"0","92","Sizes Available","","","Sizes UC35","2","0","1"
"0","93","Sizes Available","","","Sizes UFC35","2","0","1"
"0","81","Sizes Available","","","Sizes UK01","2","0","1"
"0","82","Sizes Available","","","Sizes UK04","2","0","1"
"0","83","Sizes Available","","","Sizes UK05","2","0","1"
"0","84","Sizes Available","","","Sizes UK08","2","0","1"
"0","116","Sizes Available","","","Sizes UMF01-UMF02","2","0","1"
"0","117","Sizes Available","","","Sizes UMF03","2","0","1"
"0","118","Sizes Available","","","Sizes UMF04","2","0","1"
"0","152","Size Options","","","Sizes Vega 2000","2","0","1"
"0","238","Sizes Available","","","Sizes-10 Sword","2","0","1"
"0","749","Select Quantity","","","Sizes-16001","2","0","1"
"0","750","Please Select","","","Sizes-16115","2","0","1"
"0","213","Choose Size","","","Sizes-253A","2","0","1"
"0","214","Choose Size","","","Sizes-254B","2","0","1"
"0","210","Choose Size","","","Sizes-255A","2","0","1"
"0","212","Choose Size","","","Sizes-257C","2","0","1"
"0","700","Sizes Available","","","Sizes-30 Dagger","2","0","1"
"0","1241","Sizes Available","","","Sizes-30 Series Mack","2","0","1"
"0","177","Choose Size","","","Sizes-4004/4007","2","0","1"
"0","1052","Choose Size","","","Sizes-4007","2","0","1"
"0","178","Choose Size","","","Sizes-4008","2","0","1"
"0","179","Choose Size","","","Sizes-4009","2","0","1"
"0","328","Select Size","","","Sizes-4010","2","0","1"
"0","327","Select Size","","","Sizes-4011","2","0","1"
"0","1288","Select Size","","","Sizes-4013","2","0","1"
"0","1473","Choose Size","","","Sizes-4100 Chrome O/S","2","0","1"
"0","1160","Choose Size","","","Sizes-4100 Gold","2","0","1"
"0","161","Choose Size","","","Sizes-4200","2","0","1"
"0","1117","Choose Size","","","Sizes-4200 16 & 32","2","0","1"
"0","1110","Choose Size","","","Sizes-4200 16oz only","2","0","1"
"0","1434","Choose Size","","","Sizes-4200 32 only","2","0","1"
"0","1134","Choose Size","","","Sizes-4200 4 & 32","2","0","1"
"0","1004","Choose Size","","","Sizes-4200 4&16 only","2","0","1"
"0","427","Choose Size","","","Sizes-4200 Fluorescent","2","0","1"
"0","163","Choose Size","","","Sizes-4300 IR","2","0","1"
"0","1444","Choose Size","","","Sizes-4300 IR 16","2","0","1"
